FQNP%APL%Nampula%Nampula%Mozambique%
FQPB%POL%Pemba%Pemba%Mozambique%
FQQL%UEL%Quelimane%Quelimane%Mozambique%
FQTT%TET%Tete%Chingozi%Mozambique%
FQVL%VNX%Vilankulu%Vilankulu%Mozambique%
FSDR%DES%Desroches%Desroches%Seychelles%
FSIA%SEZ%Seychelles%Seychelles Intl%Seychelles%
FSPP%PRI%Praslin%Praslin%Seychelles%
FSSB%BDI%Bird Island%Bird Island%Seychelles%
FSSD%DEI%Denis Island%Denis Island%Seychelles%
FSSF%FRK%Fregate Island%Fregate%Seychelles%
FTTA%SRH%Sarh%Sarh%Chad%
FTTB%OGR%Bongor%Bongor%Chad%
FTTC%AEH%Abeche%Abeche%Chad%
FTTD%MQQ%Moundou%Moundou%Chad%
FTTH%LTC%Lai%Lai%Chad%
FTTI%ATV%Ati%Ati%Chad%
FTTJ%NDJ%N'Djamena%N'Djamena%Chad%
FTTK%BKR%Bokoro%Bokoro%Chad%
FTTL%OTC%Bol%Berim%Chad%
FTTM%MVO%Mongo%Mongo%Chad%
FTTN%AMC%Am-Timan%Am-Timan%Chad%
FTTP%PLF%Pala%Pala%Chad%
FTTS%OUT%Bousso%Bousso%Chad%
FTTU%AMO%Mao%Mao%Chad%
FTTY%FYT%Faya Largeau%Faya Largeau%Chad%
FVBU%BUQ%Bulawayo%Bulawayo%Zimbabwe%
FVCZ%BFO%Chiredzi%Buffalo Range%Zimbabwe%
FVFA%VFA%Victoria Falls%Victoria Falls%Zimbabwe%
FVHA%HRE%Harare%Harare Intl%Zimbabwe%
FVKB%KAB%Kariba%Kariba%Zimbabwe%
FVMU%UTA%Mutare%Mutare%Zimbabwe%
FVMV%MVZ%Masvingo%Masvingo%Zimbabwe%
FVTL%GWE%Gweru%Thornhill%Zimbabwe%
FVWN%HWN%Hwange%Hwange National Park%Zimbabwe%
FVWT%WKI%Hwange%Hwange Town%Zimbabwe%
FWCD%CEH%Chelinda%Chelinda%Malawi%
FWCL%BLZ%Blantyre%Chileka%Malawi%
FWCM%CMK%Club Makokola%Club Makokola%Malawi%
FWDW%DWA%Dwangwa%Dwangwa%Malawi%
FWKA%KGJ%Karonga%Karonga%Malawi%
FWKG%KBQ%Kasungu%Kasungu%Malawi%
FWLI%LLW%Lilongwe%Lilongwe Intl%Malawi%
FWLK%LIX%Likoma%Likoma%Malawi%
FWMG%MAI%Mangochi%Mangochi%Malawi%
FWMY%MYZ%Monkey Bay%Monkey Bay%Malawi%
FWSM%LMB%Salima%Salima%Malawi%
FWUU%ZZU%Mzuzu%Mzuzu%Malawi%
FXLR%LRB%Leribe%Leribe%Lesotho%
FXMF%MFC%Mafeteng%Mafeteng%Lesotho%
FXMK%MKH%Mokhotlong%Mokhotlong%Lesotho%
FXMM%MSU%Maseru%Moshoeshoe I Intl%Lesotho%
FXQN%UNE%Qacha's Nek%Qacha's Nek%Lesotho%
FXSH%SHK%Sehonghong%Sehonghong%Lesotho%
FXSM%SOK%Semonkong%Semonkong%Lesotho%
FYAR%ADI%Arandis%Arandis%Namibia%
FYGF%GFY%Grootfontein%Grootfontein%Namibia%
FYKM%MPA%Katima Mulilo%Katima Mulilo%Namibia%
FYKT%KMP%Keetmanshoop%Keetmanshoop%Namibia%
FYLZ%LUD%Luderitz%Luderitz%Namibia%
FYNA%NNI%Namutoni%Namutoni%Namibia%
FYOA%OND%Ondangwa%Ondangwa%Namibia%
FYOG%OMD%Oranjemund%Oranjemund%Namibia%
FYOO%OKF%Okaukuejo%Okaukuejo%Namibia%
FYRU%NDU%Rundu%Rundu%Namibia%
FYSM%SWP%Swakopmund%Swakopmund%Namibia%
FYTM%TSB%Tsumeb%Tsumeb%Namibia%
FYWB%WVB%Walvis Bay%Walvis Bay%Namibia%
FYWE%ERS%Windhoek%Eros%Namibia%
FYWH%WDH%Windhoek%Hosea Kutako Intl%Namibia%
FZAA%FIH%Kinshasa%N'djili Intl%Congo, Democratic Republic of the%
FZAB%NLO%Kinshasa%N'dolo%Congo, Democratic Republic of the%
FZAJ%BOA%Boma%Boma%Congo, Democratic Republic of the%
FZAL%LZI%Luozi%Luozi%Congo, Democratic Republic of the%
FZAM%MAT%Matadi-Tshimpi%Matadi-Tshimpi%Congo, Democratic Republic of the%
FZBA%INO%Inongo%Inongo%Congo, Democratic Republic of the%
FZBI%NIO%Nioki%Nioki%Congo, Democratic Republic of the%
FZBO%FDU%Bandundu%Bandundu%Congo, Democratic Republic of the%
FZCA%KKW%Kikwit%Kikwit%Congo, Democratic Republic of the%
FZCB%IDF%Idiofa%Idiofa%Congo, Democratic Republic of the%
FZCE%LUS%Lusanga%Lusanga%Congo, Democratic Republic of the%
FZCV%MSM%Masi-Manimba%Masi-Manimba%Congo, Democratic Republic of the%
FZEA%MDK%Mbandaka%Mbandaka%Congo, Democratic Republic of the%
FZEN%BSU%Basankusu%Basankusu%Congo, Democratic Republic of the%
FZFA%LIE%Libenge%Libenge%Congo, Democratic Republic of the%
FZFD%BDT%Gbadolite%Gbadolite%Congo, Democratic Republic of the%
FZFK%GMA%Gemena%Gemena%Congo, Democratic Republic of the%
FZFP%KLI%Kotakoli%Kotakoli%Congo, Democratic Republic of the%
FZFU%BMB%Bumba%Bumba%Congo, Democratic Republic of the%
FZGA%LIQ%Lisala%Lisala%Congo, Democratic Republic of the%
FZGN%BNB%Boende%Boende%Congo, Democratic Republic of the%
FZGV%IKL%Ikela%Ikela%Congo, Democratic Republic of the%
FZIC%FKI%Kisangani%Bangoka Intl%Congo, Democratic Republic of the%
FZJH%IRP%Isiro-Matari%Isiro-Matari%Congo, Democratic Republic of the%
FZKA%BUX%Bunia%Bunia%Congo, Democratic Republic of the%
FZKJ%BZU%Buta-Zega%Buta-Zega%Congo, Democratic Republic of the%
FZMA%BKY%Bukavu%Kavumu%Congo, Democratic Republic of the%
FZNA%GOM%Goma%Goma Intl%Congo, Democratic Republic of the%
FZNP%BNC%Beni%Beni%Congo, Democratic Republic of the%
FZOA%KND%Kindu%Kindu%Congo, Democratic Republic of the%
FZOD%KLY%Kalima%Kalima%Congo, Democratic Republic of the%
FZOK%KGN%Kasongo%Kasongo%Congo, Democratic Republic of the%
FZOP%PUN%Punia%Punia%Congo, Democratic Republic of the%
FZQA%FBM%Lubumbashi%Lubumbashi Intl%Congo, Democratic Republic of the%
FZQC%PWO%Pweto%Pweto%Congo, Democratic Republic of the%
FZQG%KEC%Kasenga%Kasenga%Congo, Democratic Republic of the%
FZQM%KWZ%Kolwezi%Kolwezi%Congo, Democratic Republic of the%
FZRA%MNO%Manono%Manono%Congo, Democratic Republic of the%
FZRB%BDV%Moba%Moba%Congo, Democratic Republic of the%
FZRF%FMI%Kalemie%Kalemie%Congo, Democratic Republic of the%
FZRM%KBO%Kabalo%Kabalo%Congo, Democratic Republic of the%
FZRQ%KOO%Kongolo%Kongolo%Congo, Democratic Republic of the%
FZSA%KMN%Kamina%Kamina Base%Congo, Democratic Republic of the%
FZSK%KAP%Kapanga%Kapanga%Congo, Democratic Republic of the%
FZTK%KNM%Kaniama%Kaniama%Congo, Democratic Republic of the%
FZUA%KGA%Kananga%Kananga%Congo, Democratic Republic of the%
FZUG%LZA%Luiza%Luiza%Congo, Democratic Republic of the%
FZUK%TSH%Tshikapa%Tshikapa%Congo, Democratic Republic of the%
FZVA%LJA%Lodja%Lodja%Congo, Democratic Republic of the%
FZVI%LBO%Lusambo%Lusambo%Congo, Democratic Republic of the%
FZVM%MEW%Mweka%Mweka%Congo, Democratic Republic of the%
FZVR%BAN%Basongo%Basongo%Congo, Democratic Republic of the%
FZVS%PFR%Ilebo%Ilebo%Congo, Democratic Republic of the%
FZWA%MJM%Mbuji-Mayi%Mbuji-Mayi%Congo, Democratic Republic of the%
FZWC%GDJ%Gandajika%Gandajika%Congo, Democratic Republic of the%
FZWT%KBN%Kabinda%Tunta%Congo, Democratic Republic of the%
GABS%BKO%Bamako%Senou%Mali%
GAGM%GUD%Goundam%Goundam%Mali%
GAGO%GAQ%Gao%Korogoussou%Mali%
GAKA%KNZ%Kenieba%Kenieba%Mali%
GAKO%KTX%Koutiala%Koutiala%Mali%
GAKY%KYS%Kayes%Kayes%Mali%
GAMB%MZI%Mopti%Barbe%Mali%
GANK%NRM%Nara%Keibane%Mali%
GANR%NIX%Nioro%Nioro%Mali%
GASK%KSS%Sikasso%Sikasso%Mali%
GATB%TOM%Tombouctou%Tombouctou%Mali%
GAYE%EYL%Yelimane%Yelimane%Mali%
GBYD%BJL%Banjul%Banjul Intl Airport%Gambia%
GCFV%FUE%Fuerteventura%Fuerteventura Airport%Spain%
GCGM%GMZ%La Gomera%La Gomera Airport%Spain%
GCHI%VDE%El Hierro%El Hierro Airport%Spain%
GCLA%SPC%La Palma%La Palma Airport%Spain%
GCLP%LPA%Las Palmas, Gran Canaria%Gran Canaria Intl Airport%Spain%
GCRR%ACE%Arrecife, Lanzarote%Lanzarote Airport (Arrecife Airport)%Spain%
GCTS%TFS%Granadilla de Abona, Tenerife%Tenerife Reina Sofia Airport%Spain%
GCXO%TFN%La Laguna, Tenerife%Tenerife Los Rodeos Airport%Spain%
GECT%JCU%Ceuta%Ceuta Heliport%Spain%
GEML%MLN%Melilla%Melilla Airport%Spain%
GFBN%BTE%Bonthe%Bonthe%Sierra Leone%
GFBO%KBS%Bo%Bo%Sierra Leone%
GFGK%GBK%Gbangbatoke%Gbangbatoke%Sierra Leone%
GFHA%HGS%Hastings%Hastings%Sierra Leone%
GFKB%KBA%Kabala%Kabala%Sierra Leone%
GFKE%KEN%Kenema%Kenema%Sierra Leone%
GFLL%FNA%Freetown%Lungi%Sierra Leone%
GFYE%WYE%Yengema%Yengema%Sierra Leone%
GGOV%OXB%Bissau%Osvaldo Vieira%Guinea Bissau%
GLBU%UCN%Buckanan%Buckanan%Liberia%
GLCP%CPA%Harper%Cape Palmas%Liberia%
GLGE%SNI%Greenville%Sinoe%Liberia%
GLMR%MLW%Monrovia%Spriggs Payne%Liberia%
GLNA%NIA%Grassfield%Nimba-Lamco%Liberia%
GLRB%ROB%Monrovia%Roberts Intl%Liberia%
GLTN%THC%Tchien%Tchien%Liberia%
GMAD%AGA%Agadir%Al-Massira%Morocco%
GMAT%TTA%Tan Tan%Plage Blanche%Morocco%
GMFF%FEZ%Fes%Saiss%Morocco%
GMFK%ERH%Er Rachidia%Moulay Ali Cherif%Morocco%
GMFO%OUD%Oujda%Angads%Morocco%
GMMC%CAS%Casablanca%Anfa%Morocco%
GMME%RBA%Rabat%Sale%Morocco%
GMMF%SII%Sidi Ifni%Sidi Ifni%Morocco%
GMMN%CMN%Casablanca%Mohamed V%Morocco%
GMMS%SFI%Safi%Safi%Morocco%
GMMX%RAK%Marrakech%Menara%Morocco%
GMMZ%OZZ%Ouarzazate%Ouarzazate%Morocco%
GMTA%AHU%Al Hoceima%Cherif Al Idrissi%Morocco%
GMTN%TTU%Tetouan%Sania Ramel%Morocco%
GMTT%TNG%Tanger%Ibn Batouta%Morocco%
GOGG%ZIG%Ziguinchor%Ziguinchor%Senegal%
GOGK%KDA%Kolda%Kolda%Senegal%
GOGS%CSK%Cap Skiring%Cap Skiring%Senegal%
GOOK%KLC%Kaolack%Kaolack%Senegal%
GOOY%DKR%Dakar%Leopold Sedar Senghor%Senegal%
GOSM%MAX%Matam%Ouro Sogui%Senegal%
GOSP%POD%Podor%Podor%Senegal%
GOSR%RDT%Richard Toll%Richard Toll%Senegal%
GOSS%XLS%St Louis%St Louis%Senegal%
GOTB%BXE%Bakel%Bakel%Senegal%
GOTK%KGG%Kedougou%Kedougou%Senegal%
GOTS%SMY%Simenti%Simenti%Senegal%
GOTT%TUD%Tambacounda%Tambacounda%Senegal%
GQNA%AEO%Aioun-El-Atrouss%Aioun-El-Atrouss%Mauritania%
GQNB%OTL%Boutilimit%Boutilimit%Mauritania%
GQNC%THI%Tichit%Tichit%Mauritania%
GQND%TIY%Tidjikja%Tidjikja%Mauritania%
GQNE%BGH%Bogue%Bogue%Mauritania%
GQNF%KFA%Kiffa%Kiffa%Mauritania%
GQNH%TMD%Timbedra%Timbedra%Mauritania%
GQNI%EMN%Nema%Nema%Mauritania%
GQNJ%AJJ%Akjoujt%Akjoujt%Mauritania%
GQNK%KED%Kaedi%Kaedi%Mauritania%
GQNL%MOM%Moudjeria%Letfotar%Mauritania%
GQNN%NKC%Nouakchott%Nouakchott%Mauritania%
GQNS%SEY%Selibabi%Selibabi%Mauritania%
GQNT%THT%Tamchakett%Tamchakett%Mauritania%
GQPA%ATR%Atar%Atar%Mauritania%
GQPF%FGD%F'derik%F'derik%Mauritania%
GQPP%NDB%Nouadhibou%Nouadhibou%Mauritania%
GQPZ%OUZ%Zoueratt%Tazadit%Mauritania%
GUCY%CKY%Conakry%Gbessia%Guinea%
GUFA%FIG%Fria%Katourou%Guinea%
GUFH%FAA%Faranah%Badala%Guinea%
GUKU%KSI%Kissidougoui%Kissi%Guinea%
GULB%LEK%Labe%Tata%Guinea%
GUMA%MCA%Macenta%Macenta%Guinea%
GUNZ%NZE%N'zerekore%Konia%Guinea%
GUOK%BKJ%Boke%Baralande%Guinea%
GUSB%SBI%Koundara%Sambailo%Guinea%
GUSI%GII%Siguir%Siguiri%Guinea%
GUXD%KNN%Kankan%Kankan%Guinea%
GVAC%SID%Sal%Amilcar Cabral%Cape Verde%
GVBA%BVC%Rabil%Rabil%Cape Verde%
GVFM%RAI%Francisco Mendes%Francisco Mendes%Cape Verde%
GVMA%MMO%Maio%Maio%Cape Verde%
GVSN%SNE%Preguica%Preguica%Cape Verde%
GVSV%VXE%S. Pedro%S. Pedro%Cape Verde%
HAAB%ADD%Addis Abeba%Addis Abeba Bole Intl Airport%Ethiopia%
HAAM%AMH%Arba Minch%Arba Minch%Ethiopia%
HAAX%AXU%Axum%Axum%Ethiopia%
HABC%BCO%Baco%Baco%Ethiopia%
HABD%BJR%Bahir Dar%Bahir Dar%Ethiopia%
HABE%BEI%Beica%Beica%Ethiopia%
HADC%DSE%Dessie%Combolcha%Ethiopia%
HADD%DEM%Dembi Dollo%Dembi Dollo%Ethiopia%
HADM%DBM%Debre Marcos%Debre Marcos%Ethiopia%
HADR%DIR%Dire Dawa%A.T.D. Yilma Intl%Ethiopia%
HADT%DBT%Debre Tabor%Debre Tabor%Ethiopia%
HAFN%FNH%Fincha%Fincha%Ethiopia%
HAGB%GOB%Goba%Robe%Ethiopia%
HAGH%GNN%Ghinnir%Ghinnir%Ethiopia%
HAGM%GMB%Gambella%Gambella%Ethiopia%
HAGN%GDQ%Gonder%Azezo%Ethiopia%
HAGR%GOR%Gore%Gore%Ethiopia%
HAHU%HUE%Humera%Humera%Ethiopia%
HAJM%JIM%Jimma%Aba Segud%Ethiopia%
HAKD%ABK%Kebri Dehar%Kebri Dehar%Ethiopia%
HALA%AWA%Awasa%Awasa%Ethiopia%
HALL%LLI%Lalibella%Lalibella%Ethiopia%
HAMA%MKS%Mekane Salam%Mekane Salam%Ethiopia%
HAMK%MQX%Mekele%Alula Aba Nega%Ethiopia%
HAML%MZX%Masslo%Masslo%Ethiopia%
HAMM%ETE%Metema%Metema%Ethiopia%
HAMN%NDM%Mendi%Mendi%Ethiopia%
HAMT%MTF%Mizan Teferi%Mizan Teferi%Ethiopia%
HANJ%NEJ%Nejjo%Nejjo%Ethiopia%
HANK%NEK%Nekemte%Nekemte%Ethiopia%
HASD%SXU%Soddo%Soddo%Ethiopia%
HASK%SKR%Shakiso%Shakiso%Ethiopia%
HASO%ASO%Asosa%Asosa%Ethiopia%
HATP%TIE%Tippi%Tippi%Ethiopia%
HAWC%WAC%Wacca%Wacca%Ethiopia%
HBBA%BJM%Bujumbura%Bujumbura Intl%Burundi%
HBBE%GID%Gitega%Gitega%Burundi%
HBBO%KRE%Kirundo%Kirundo%Burundi%
HCMA%ALU%Alula%Alula%Somalia%
HCMC%CXN%Candala%Candala%Somalia%
HCME%HCM%Eil%Eil%Somalia%
HCMF%BSA%Bosaso%Bosaso%Somalia%
HCMG%GSR%Gardo%Gardo%Somalia%
HCMI%BBO%Berbera%Berbera%Somalia%
HCMK%KMU%Kisimayu%Kisimayu%Somalia%
HCMM%MGQ%Mogadishu%Mogadishu%Somalia%
HCMO%CMO%Obbia%Obbia%Somalia%
HCMR%GLK%Galcaio%Galcaio%Somalia%
HCMS%CMS%Scusciuban%Scusciuban%Somalia%
HCMU%ERA%Erigavo%Erigavo%Somalia%
HCMV%BUO%Burao%Burao%Somalia%
HEAR%AAC%El Arish%El Arish Intl Airport%Egypt%
HEAT%ATZ%Asyut%Asyut Intl Airport%Egypt%
HEAX%ALY%Alexandria%Alexandria Intl Airport%Egypt%
HEBA%HBE%Alexandria%Borg El Arab Intl Airport%Egypt%
HEBL%ABS%Abu Simbel%Abu Simbel Airport%Egypt%
HECA%CAI%Cairo%Cairo Intl Airport%Egypt%
HEDK%DAK%Dakhla%Dakhla Airport%Egypt%
HEGN%HRG%Hurghada%Hurghada Intl Airport%Egypt%
HEKG%UVL%El Kharga%El Kharga Airport%Egypt%
HELX%LXR%Luxor%Luxor Intl Airport%Egypt%
HEMA%RMF%Marsa Alam%Marsa Alam Intl Airport%Egypt%
HEMM%MUH%Mersa Matruh%Mersa Matruh Airport%Egypt%
HEOW%GSQ%Shark El Oweinat%Shark El Oweinat Intl Airport%Egypt%
HEPS%PSD%Port Said%Port Said Airport%Egypt%
HESC%SKV%St Catherine%St Catherine Intl Airport%Egypt%
HESH%SSH%Sharm El Sheikh%Sharm El Sheikh Intl Airport%Egypt%
HESN%ASW%Aswan%Aswan Intl Airport%Egypt%
HETB%TCP%Taba%Taba Intl Airport%Egypt%
HETR%ELT%El Tor%El Tor Airport%Egypt%
HFFF%JIB%Djibouti%Djibouti Ambouli%Djibouti%
HKAM%ASV%Amboseli%Amboseli%Kenya%
HKED%EDL%Eldoret%Eldoret%Kenya%
HKES%EYS%Eliye Springs%Eliye Springs%Kenya%
HKFG%FER%Kalokol%Ferguson's Gulf%Kenya%
HKGA%GAS%Garissa%Garissa%Kenya%
HKHO%HOA%Hola%Hola%Kenya%
HKJK%NBO%Nairobi%Jomo Kenyatta%Kenya%
HKKI%KIS%Kisumu%Kisumu%Kenya%
HKKL%ILU%Kilaguni%Kilaguni%Kenya%
HKKR%KEY%Kericho%Kericho%Kenya%
HKKT%KTL%Kitale%Kitale%Kenya%
HKLO%LOK%Lodwar%Lodwar%Kenya%
HKLU%LAU%Lamu/Manda%Lamu/Manda%Kenya%
HKLY%LOY%Loyangalani%Loyangalani%Kenya%
HKMA%NDE%Mandera%Mandera%Kenya%
HKMB%RBT%Marsabit%Marsabit%Kenya%
HKML%MYD%Malindi%Malindi%Kenya%
HKMO%MBA%Mombasa%Moi%Kenya%
HKMY%OYL%Moyale Lower%Oda%Kenya%
HKNI%NYE%Nyeri%Nyeri%Kenya%
HKNK%NUU%Nakuru%Nakuru%Kenya%
HKNW%WIL%Nairobi%Wilson%Kenya%
HKNY%NYK%Nanyuki%Nanyuki%Kenya%
HKSB%UAS%Samburu South%Buffalo Spring%Kenya%
HKWJ%WJR%Wajir%Waghala%Kenya%
HLKF%AKF%Kufra%Kufra%Libya%
HLLB%BEN%Benina-Benghazi%Benina International Airport%Libya%
HLLS%SEB%Sebha%Sebha%Libya%
HLLT%TIP%Tripoli%Tripoli International Airport%Libya%
HLMB%LMQ%Marsa Brega%Marsa Brega%Libya%
HLON%HUQ%Hon%Hon%Libya%
HRYG%GYI%Gisenyi%Gisenyi%Rwanda%
HRYI%BTQ%Butare%Butare%Rwanda%
HRYR%KGL%Kigali%Gregoire Kayibanda%Rwanda%
HRYU%RHG%Ruhengeri%Ruhengeri%Rwanda%
HRZA%KME%Kamembe%Kamembe%Rwanda%
HSAT%ATB%Atbara%Atbara%Sudan%
HSDN%DOG%Dongola%Dongola%Sudan%
HSFS%ELF%El Fasher%El Fasher%Sudan%
HSGF%GSU%Gedaref%Gedaref%Sudan%
HSGG%DNX%Dinder%Galegu%Sudan%
HSGN%EGN%Geneina%Geneina%Sudan%
HSKA%KSL%Kassala%Kassala%Sudan%
HSKI%KST%Kosti%Kosti%Sudan%
HSMR%MWE%Merowe%Merowe%Sudan%
HSNH%NUD%El Nahud%El Nahud%Sudan%
HSNL%UYL%Nyala%Nyala%Sudan%
HSNW%NHF%New Halfa%New Halfa%Sudan%
HSOB%EBD%El Obeid%El Obeid%Sudan%
HSPN%PZU%Port Sudan%Port Sudan%Sudan%
HSSJ%JUB%Juba%Juba%Sudan%
HSSM%MAK%Malakal%Malakal%Sudan%
HSSS%KRT%Khartoum%Khartoum%Sudan%
HSSW%WHF%Wadi Halfa%Wadi Halfa%Sudan%
HSWW%WUU%Wau%Wau%Sudan%
HTAR%ARK%Arusha%Arusha%Tanzania%
HTBU%BKZ%Bukoba%Bukoba%Tanzania%
HTDA%DAR%Dar-Es-Salaam%Dar-Es-Salaam Intl%Tanzania%
HTDO%DOD%Dodoma%Dodoma%Tanzania%
HTIR%IRI%Iringa%Iringa%Tanzania%
HTKA%TKQ%Kigoma%Kigoma%Tanzania%
HTKI%KIY%Kilwa Masoko%Kilwa Masoko%Tanzania%
HTKJ%JRO%Kilimanjaro%Kilimanjaro Intl%Tanzania%
HTLI%LDI%Lindi%Lindi%Tanzania%
HTLM%LKY%Lake Manyara%Lake Manyara%Tanzania%
HTMA%MFA%Mafia%Mafia%Tanzania%
HTMB%MBI%Mbeya%Mbeya%Tanzania%
HTMD%MWN%Mwadui%Mwadui%Tanzania%
HTMI%XMI%Masasi%Masasi%Tanzania%
HTMT%MYW%Mtwara%Mtwara%Tanzania%
HTMU%MUZ%Musoma%Musoma%Tanzania%
HTMW%MWZ%Mwanza%Mwanza%Tanzania%
HTNA%NCH%Nachingwea%Nachingwea%Tanzania%
HTNJ%JOM%Njombe%Njombe%Tanzania%
HTPE%PMA%Pemba%Pemba%Tanzania%
HTSN%SEU%Seronera%Seronera%Tanzania%
HTSO%SGX%Songea%Songea%Tanzania%
HTSU%SUT%Sumbawanga%Sumbawanga%Tanzania%
HTSY%SHY%Shinyanga%Shinyanga%Tanzania%
HTTB%TBO%Tabora%Tabora%Tanzania%
HTTG%TGT%Tanga%Tanga%Tanzania%
HTZA%ZNZ%Zanzibar%Kisauni%Tanzania%
HUAR%RUA%Arua%Arua%Uganda%
HUEN%EBB%Entebbe%Entebbe Intl%Uganda%
HUGU%ULU%Gulu%Gulu%Uganda%
HUJI%JIN%Jinja%Jinja%Uganda%
HUKS%KSE%Kasese%Kasese%Uganda%
HUMA%MBQ%Mbarara%Mbarara%Uganda%
HUMI%KCU%Masindi%Masindi%Uganda%
HUPA%PAF%Pakuba%Pakuba%Uganda%
HUSO%SRT%Soroti%Soroti%Uganda%
HUTO%TRY%Tororo%Tororo%Uganda%
KABE%ABE%Allentown, Pennsylvania%Lehigh Valley Intl Airport%USA%
KABI%ABI%Abilene, Texas%Abilene Regional Airport%USA%
KABQ%ABQ%Albuquerque, New Mexico%Albuquerque Intl Sunport%USA%
KABR%ABR%Aberdeen, South Dakota%Aberdeen Regional Airport%USA%
KABY%ABY%Albany, Georgia%Southwest Georgia Regional Airport%USA%
KACK%ACK%Nantucket, Massachusetts%Nantucket Memorial Airport%USA%
KACT%ACT%Waco, Texas%Waco Regional Airport%USA%
KACV%ACV%Arcata/Eureka, California%Arcata Airport%USA%
KACY%ACY%Atlantic City, New Jersey%Atlantic City Intl Airport%USA%
KAEX%AEX%Alexandria, Louisiana%Alexandria Intl Airport%USA%
KAGS%AGS%Augusta, Georgia%Augusta Regional Airport at Bush Field%USA%
KAHN%AHN%Athens, Georgia%Athens-Ben Epps Airport%USA%
KALB%ALB%Albany, New York%Albany Intl Airport%USA%
KALO%ALO%Waterloo, Iowa%Waterloo Regional Airport%USA%
KALW%ALW%Walla Walla, Washington%Walla Walla Regional Airport%USA%
KAMA%AMA%Amarillo, Texas%Rick Husband Amarillo Intl Airport%USA%
KAOO%AOO%Altoona, Pennsylvania%Altoona-Blair County Airport%USA%
KAPF%APF%Naples, Florida%Naples Municipal Airport%USA%
KAPN%APN%Alpena, Michigan%Alpena County Regional Airport%USA%
KASE%ASE%Aspen, Colorado%Aspen-Pitkin County Airport (Sardy Field)%USA%
KATL%ATL%Atlanta, Georgia%Hartsfield-Jackson Atlanta Intl Airport%USA%
KATW%ATW%Appleton, Wisconsin%Outagamie County Regional Airport%USA%
KAUS%AUS%Austin, Texas%Austin-Bergstrom Intl Airport%USA%
KAVL%AVL%Asheville, North Carolina%Asheville Regional Airport%USA%
KAVP%AVP%Wilkes-Barre, Pennsylvania%Wilkes-Barre/Scranton Intl Airport%USA%
KAZO%AZO%Kalamazoo, Michigan%Kalamazoo/Battle Creek Intl Airport%USA%
KBDL%BDL%Windsor Locks, Connecticut%Bradley Intl Airport%USA%
KBED%BED%Bedford, Massachusetts%Laurence G. Hanscom Field / Hanscom AFB%USA%
KBFI%BFI%Seattle, Washington%King County Intl Airport (Boeing Field)%USA%
KBFL%BFL%Bakersfield, California%Meadows Field Airport%USA%
KBGM%BGM%Binghamton, New York%Greater Binghamton Airport (Edwin A. Link Field)%USA%
KBGR%BGR%Bangor, Maine%Bangor Intl Airport%USA%
KBHB%BHB%Bar Harbor, Maine%Hancock County-Bar Harbor Airport%USA%
KBHM%BHM%Birmingham, Alabama%Birmingham Intl Airport%USA%
KBIL%BIL%Billings, Montana%Billings Logan Intl Airport%USA%
KBIS%BIS%Bismarck, North Dakota%Bismarck Municipal Airport%USA%
KBJI%BJI%Bemidji, Minnesota%Bemidji Regional Airport%USA%
KBLI%BLI%Bellingham, Washington%Bellingham Intl Airport%USA%
KBMI%BMI%Bloomington, Illinois%Central Illinois Regional Airport%USA%
KBNA%BNA%Nashville, Tennessee%Nashville Intl Airport (Berry Field)%USA%
KBOI%BOI%Boise, Idaho%Boise Air Terminal (Gowen Field)%USA%
KBOS%BOS%Boston, Massachusetts%Gen. Edward Lawrence Logan Intl Airport%USA%
KBPT%BPT%Beaumont, Texas%Southeast Texas Regional Airport%USA%
KBQK%BQK%Brunswick, Georgia%Brunswick Golden Isles Airport%USA%
KBRD%BRD%Brainerd, Minnesota%Brainerd Lakes Regional Airport%USA%
KBRO%BRO%Brownsville, Texas%Brownsville/South Padre Island Intl Airport%USA%
KBTM%BTM%Butte, Montana%Bert Mooney Airport%USA%
KBTR%BTR%Baton Rouge, Louisiana%Baton Rouge Metropolitan Airport (Ryan Field)%USA%
KBTV%BTV%Burlington, Vermont%Burlington Intl Airport%USA%
KBUF%BUF%Buffalo, New York%Buffalo Niagara Intl Airport%USA%
KBUR%BUR%Burbank, California%Bob Hope Airport%USA%
KBWI%BWI%Baltimore, Maryland%Baltimore-Washington Intl Thurgood Marshall Airport%USA%
KBZN%BZN%Bozeman, Montana%Gallatin Field Airport%USA%
KCAE%CAE%Columbia, South Carolina%Columbia Metropolitan Airport%USA%
KCAK%CAK%Akron, Ohio%Akron-Canton Regional Airport%USA%
KCDC%CDC%Cedar City, Utah%Cedar City Regional Airport%USA%
KCEC%CEC%Crescent City, California%Jack McNamara Field Airport%USA%
KCHA%CHA%Chattanooga, Tennessee%Chattanooga Metropolitan Airport (Lovell Field)%USA%
KCHO%CHO%Charlottesville, Virginia%Charlottesville-Albemarle Airport%USA%
KCHS%CHS%Charleston, South Carolina%Charleston Intl Airport (Civil/Mil.)%USA%
KCIC%CIC%Chico, California%Chico Municipal Airport%USA%
KCID%CID%Cedar Rapids, Iowa%The Eastern Iowa Airport%USA%
KCIU%CIU%Sault Ste. Marie, Michigan%Chippewa County Intl Airport%USA%
KCKB%CKB%Clarksburg, West Virginia%Harrison/Marion Regional Airport%USA%
KCLE%CLE%Cleveland, Ohio%Cleveland-Hopkins Intl Airport%USA%
